source,target,weight
0,0,0
0,1,20
0,2,13
0,3,17
0,4,11
0,5,17
0,6,16
0,7,10
0,8,27
0,9,13
0,10,0
1,0,20
1,1,0
1,2,18
1,3,15
1,4,16
1,5,11
1,6,26
1,7,15
1,8,14
1,9,8
1,10,0
2,0,13
2,1,18
2,2,0
2,3,10
2,4,13
2,5,19
2,6,9
2,7,11
2,8,15
2,9,12
2,10,0
3,0,17
3,1,15
3,2,10
3,3,0
3,4,17
3,5,14
3,6,7
3,7,12
3,8,19
3,9,9
3,10,0
4,0,11
4,1,16
4,2,13
4,3,17
4,4,0
4,5,19
4,6,7
4,7,8
4,8,19
4,9,10
4,10,0
5,0,17
5,1,11
5,2,19
5,3,14
5,4,19
5,5,0
5,6,13
5,7,17
5,8,20
5,9,12
5,10,0
6,0,16
6,1,26
6,2,9
6,3,7
6,4,7
6,5,13
6,6,0
6,7,7
6,8,14
6,9,5
6,10,0
7,0,10
7,1,15
7,2,11
7,3,12
7,4,8
7,5,17
7,6,7
7,7,0
7,8,13
7,9,11
7,10,0
8,0,27
8,1,14
8,2,15
8,3,19
8,4,19
8,5,20
8,6,14
8,7,13
8,8,0
8,9,15
8,10,0
9,0,13
9,1,8
9,2,12
9,3,9
9,4,10
9,5,12
9,6,5
9,7,11
9,8,15
9,9,0
9,10,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0
10,9,0
10,10,0
