community,density
0,0.015384615384615385
1,0.008130081300813009
2,0.007905138339920948
3,0.0
4,0.0
5,0.014705882352941176
6,0.01816911250873515
7,0.006896551724137931
8,0.0
9,0.019762845849802372
10,0.0
11,0.0
12,0.0
13,0.0
14,0.005681818181818182
15,0.014705882352941176
16,0.007352941176470588
17,0.0
18,0.0
19,0.0
20,0.09523809523809523
21,0.0
22,0.0
23,0.027777777777777776
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.022222222222222223
33,0.0
34,0.007211538461538462
35,0.0
36,0.0
37,0.0
38,0.011695906432748537
39,0.007936507936507936
40,0.03636363636363636
41,0.0196078431372549
