community,density
0,0.0677361853832442
1,0.01810790835181079
2,0.034782608695652174
3,0.019304450338933098
4,0.04354136429608128
5,0.03643144004589788
6,0.04549019607843137
7,0.03099099099099099
8,0.03561076604554866
9,0.6666666666666666
10,0.09230769230769231
11,0.04081632653061224
12,0.056910569105691054
13,0.03974284044418469
14,0.0553306342780027
15,1.0
16,0.044805194805194806
17,0.02017894536455359
18,0.022625377958502762
19,1.0
20,0.5
21,1.0
22,1.0
23,1.0
24,1.0
25,0.6666666666666666
26,1.0
27,1.0
28,1.0
29,0.5
30,1.0
