community,density
0,0.036290322580645164
1,0.022727272727272728
2,0.011396011396011397
3,0.023809523809523808
4,0.0
5,0.02631578947368421
6,0.023870417732310314
7,0.019744483159117306
8,0.005263157894736842
9,0.01839080459770115
10,0.0
11,0.030303030303030304
12,0.0
13,0.0
14,0.022222222222222223
15,0.03508771929824561
16,0.03333333333333333
17,0.0
18,0.0
19,0.0
20,0.08333333333333333
21,0.06666666666666667
22,0.0
23,0.022222222222222223
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.009523809523809525
32,0.03636363636363636
33,0.0
34,0.016260162601626018
35,0.0
36,0.0
37,0.0
38,0.014285714285714285
39,0.01707317073170732
40,0.05128205128205128
41,0.015384615384615385
