community,density
0,0.024630541871921183
1,0.015510204081632653
2,0.006666666666666667
3,0.025
4,0.0
5,0.026143790849673203
6,0.013114754098360656
7,0.015015015015015015
8,0.0
9,0.010582010582010581
10,0.0
11,0.017543859649122806
12,0.0
13,0.0
14,0.018357487922705314
15,0.025
16,0.015810276679841896
17,0.0
18,0.0
19,0.0
20,0.07142857142857142
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.027777777777777776
33,0.0
34,0.011106997408367271
35,0.0
36,0.0
37,0.0
38,0.014285714285714285
39,0.011764705882352941
40,0.06060606060606061
41,0.007246376811594203
