community,density
0,0.02849002849002849
1,0.010175763182238668
2,0.007905138339920948
3,0.029411764705882353
4,0.0
5,0.009523809523809525
6,0.013784461152882205
7,0.013513513513513514
8,0.0
9,0.015873015873015872
10,0.0
11,0.016666666666666666
12,0.0
13,0.0
14,0.012195121951219513
15,0.01904761904761905
16,0.0
17,0.0
18,0.0
19,0.0
20,0.047619047619047616
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.027777777777777776
29,0.0
30,0.0
31,0.0
32,0.05555555555555555
33,0.0
34,0.009937888198757764
35,0.0
36,0.0
37,0.0
38,0.009523809523809525
39,0.006006006006006006
40,0.015151515151515152
41,0.011695906432748537
