community,density
0,0.015151515151515152
1,0.011379800853485065
2,0.0
3,0.008333333333333333
4,0.0
5,0.014705882352941176
6,0.015037593984962405
7,0.014285714285714285
8,0.0
9,0.004597701149425287
10,0.0
11,0.016666666666666666
12,0.0
13,0.0
14,0.012698412698412698
15,0.01904761904761905
16,0.013071895424836602
17,0.0
18,0.0
19,0.0
20,0.05555555555555555
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.008544087491455913
35,0.0
36,0.0
37,0.0
38,0.016666666666666666
39,0.015151515151515152
40,0.01818181818181818
41,0.015789473684210527
