community,density
0,0.013445378151260505
1,0.019027484143763214
2,0.005291005291005291
3,0.005847953216374269
4,0.0
5,0.022058823529411766
6,0.017533606078316773
7,0.01904761904761905
8,0.006535947712418301
9,0.003076923076923077
10,0.0
11,0.0
12,0.0
13,0.01818181818181818
14,0.006349206349206349
15,0.014705882352941176
16,0.005847953216374269
17,0.0
18,0.0
19,0.0
20,0.027777777777777776
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.022222222222222223
30,0.0
31,0.022222222222222223
32,0.0
33,0.0
34,0.012044564890093345
35,0.0
36,0.0
37,0.0
38,0.021052631578947368
39,0.012145748987854251
40,0.03636363636363636
41,0.012987012987012988
