community,density
0,0.026455026455026454
1,0.015458937198067632
2,0.006153846153846154
3,0.016666666666666666
4,0.0
5,0.03333333333333333
6,0.012162876784769964
7,0.0106951871657754
8,0.0
9,0.005698005698005698
10,0.0
11,0.026143790849673203
12,0.0
13,0.0
14,0.017718715393133997
15,0.014705882352941176
16,0.011695906432748537
17,0.0
18,0.0
19,0.0
20,0.07142857142857142
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.01282051282051282
31,0.0
32,0.0
33,0.0
34,0.009523809523809525
35,0.0
36,0.0
37,0.0
38,0.010526315789473684
39,0.004301075268817204
40,0.01818181818181818
41,0.009523809523809525
