community,density
0,0.016042780748663103
1,0.024312896405919663
2,0.014245014245014245
3,0.06535947712418301
4,0.0
5,0.026143790849673203
6,0.010096153846153847
7,0.020168067226890758
8,0.008333333333333333
9,0.005291005291005291
10,0.0
11,0.0
12,0.0
13,0.0
14,0.012195121951219513
15,0.011695906432748537
16,0.008658008658008658
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.03571428571428571
30,0.0
31,0.0
32,0.0
33,0.0
34,0.012859097127222982
35,0.0
36,0.0
37,0.0
38,0.009523809523809525
39,0.007692307692307693
40,0.03636363636363636
41,0.018115942028985508
